Pair_Speaker_turn,PairID,Speaker,Turn,Speaker_turn,Turn_Boundary,Turn Start,Turn End
20240521_1823_WBLMay1GP8HB_Both_28,20240521_1823_WBLMay1GP8HB,Both,28,Both_28,666.9280699999999,666.5597,667.5163
20240521_1823_WBLMay1GP8HB_B_29,20240521_1823_WBLMay1GP8HB,B,29,B_29,667.875,667.5163,669.1903
20240521_1823_WBLMay1GP8HB_A_30,20240521_1823_WBLMay1GP8HB,A,30,A_30,707.2616499999999,670.18365,747.007
20240521_1823_WBLMay1GP8HB_B_31,20240521_1823_WBLMay1GP8HB,B,31,B_31,746.289925,748.6767,822.3962
20240521_1823_WBLMay1GP8HB_A_31,20240521_1823_WBLMay1GP8HB,A,31,A_31,779.9585999999999,751.88855,811.2405
20240521_1823_WBLMay1GP8HB_Both_31,20240521_1823_WBLMay1GP8HB,Both,31,Both_31,787.46216,752.1081,823.03577
20240521_1823_WBLMay1GP8HB_A_32,20240521_1823_WBLMay1GP8HB,A,32,A_32,787.78153,823.21497,823.45496
20240521_1823_WBLMay1GP8HB_Both_32,20240521_1823_WBLMay1GP8HB,Both,32,Both_32,825.304965,823.2756,827.39496
20240521_1823_WBLMay1GP8HB_B_33,20240521_1823_WBLMay1GP8HB,B,33,B_33,825.3142,827.19293,827.3528
20240521_1823_WBLMay1GP8HB_Both_33,20240521_1823_WBLMay1GP8HB,Both,33,Both_33,831.479795,827.3528,835.76666
20240521_1823_WBLMay1GP8HB_A_34,20240521_1823_WBLMay1GP8HB,A,34,A_34,831.5239,835.45496,835.695
20240521_1823_WBLMay1GP8HB_Both_34,20240521_1823_WBLMay1GP8HB,Both,34,Both_34,838.46608,835.695,841.4772
20240521_1823_WBLMay1GP8HB_B_35,20240521_1823_WBLMay1GP8HB,B,35,B_35,844.46252,841.4772,853.23004
20240521_1823_WBLMay1GP8HB_A_35,20240521_1823_WBLMay1GP8HB,A,35,A_35,845.824325,849.85187,850.17145
20240521_1823_WBLMay1GP8HB_A_36,20240521_1823_WBLMay1GP8HB,A,36,A_36,855.09537,860.09906,860.33887
20240521_1823_WBLMay1GP8HB_B_37,20240521_1823_WBLMay1GP8HB,B,37,B_37,884.97821,887.2008,909.85736
20240521_1823_WBLMay1GP8HB_A_37,20240521_1823_WBLMay1GP8HB,A,37,A_37,888.25433,889.06903,889.30786
20240521_1823_WBLMay1GP8HB_Both_37,20240521_1823_WBLMay1GP8HB,Both,37,Both_37,911.1395150000001,889.30786,933.21
20240521_1823_WBLMay1GP8HB_A_38,20240521_1823_WBLMay1GP8HB,A,38,A_38,911.22168,932.8964,933.1355
20240521_1823_WBLMay1GP8HB_B_39,20240521_1823_WBLMay1GP8HB,B,39,B_39,934.0532000000001,933.21,935.21
20240521_1823_WBLMay1GP8HB_A_40,20240521_1823_WBLMay1GP8HB,A,40,A_40,996.2527,935.28705,1059.2954
20240521_1823_WBLMay1GP8HB_B_41,20240521_1823_WBLMay1GP8HB,B,41,B_41,1012.168475,1059.5055,1089.0499
20240521_1823_WBLMay1GP8HB_Both_41,20240521_1823_WBLMay1GP8HB,Both,41,Both_41,1074.9452999999999,1059.7697,1090.3851
20240521_1823_WBLMay1GP8HB_A_42,20240521_1823_WBLMay1GP8HB,A,42,A_42,1103.8147,1090.8727,1147.8597
20240521_1823_WBLMay1GP8HB_Both_42,20240521_1823_WBLMay1GP8HB,Both,42,Both_42,1093.0626499999998,1090.9437,1095.2526
20240521_1823_WBLMay1GP8HB_B_43,20240521_1823_WBLMay1GP8HB,B,43,B_43,1130.46985,1150.3455,1169.996
20240521_1823_WBLMay1GP8HB_A_43,20240521_1823_WBLMay1GP8HB,A,43,A_43,1158.6846,1166.864,1167.0237
20240521_1823_WBLMay1GP8HB_Both_43,20240521_1823_WBLMay1GP8HB,Both,43,Both_43,1168.86785,1167.0237,1170.8717
20240521_1823_WBLMay1GP8HB_A_44,20240521_1823_WBLMay1GP8HB,A,44,A_44,1169.30685,1171.35,1171.59
20240521_1823_WBLMay1GP8HB_Both_44,20240521_1823_WBLMay1GP8HB,Both,44,Both_44,1171.907,1171.5883,1172.464
20240521_1823_WBLMay1GP8HB_B_45,20240521_1823_WBLMay1GP8HB,B,45,B_45,1191.48985,1172.464,1211.3914
20240521_1823_WBLMay1GP8HB_Both_45,20240521_1823_WBLMay1GP8HB,Both,45,Both_45,1192.61565,1211.1951,1212.7673
20240521_1823_WBLMay1GP8HB_A_46,20240521_1823_WBLMay1GP8HB,A,46,A_46,1215.91505,1213.1951,1220.635
20240521_1823_WBLMay1GP8HB_Both_46,20240521_1823_WBLMay1GP8HB,Both,46,Both_46,1216.52505,1216.9658,1219.855
20240521_1823_WBLMay1GP8HB_B_47,20240521_1823_WBLMay1GP8HB,B,47,B_47,1218.8845000000001,1220.644,1220.8032
20240521_1823_WBLMay1GP8HB_Both_47,20240521_1823_WBLMay1GP8HB,Both,47,Both_47,1224.3175,1220.7151,1227.991
20240521_1823_WBLMay1GP8HB_A_48,20240521_1823_WBLMay1GP8HB,A,48,A_48,1224.5978,1227.6825,1228.4805
20240521_1823_WBLMay1GP8HB_Both_48,20240521_1823_WBLMay1GP8HB,Both,48,Both_48,1228.04155,1228.0016,1228.4006
20240521_1823_WBLMay1GP8HB_B_49,20240521_1823_WBLMay1GP8HB,B,49,B_49,1239.5261500000001,1228.6055,1251.0507
20240521_1823_WBLMay1GP8HB_Both_49,20240521_1823_WBLMay1GP8HB,Both,49,Both_49,1236.34925,1228.7198,1244.093
20240521_1823_WBLMay1GP8HB_A_49,20240521_1823_WBLMay1GP8HB,A,49,A_49,1235.54875,1242.2183,1242.3777
20240521_1823_WBLMay1GP8HB_A_50,20240521_1823_WBLMay1GP8HB,A,50,A_50,1257.6467,1267.395,1273.0751
20240521_1823_WBLMay1GP8HB_B_51,20240521_1823_WBLMay1GP8HB,B,51,B_51,1286.505,1283.655,1305.615
20240521_1823_WBLMay1GP8HB_A_51,20240521_1823_WBLMay1GP8HB,A,51,A_51,1288.875,1293.855,1294.095
20240521_1823_WBLMay1GP8HB_Both_51,20240521_1823_WBLMay1GP8HB,Both,51,Both_51,1302.6572,1294.4442,1311.4594
20240521_1823_WBLMay1GP8HB_A_52,20240521_1823_WBLMay1GP8HB,A,52,A_52,1306.6305499999999,1311.4594,1318.8169
20240521_1823_WBLMay1GP8HB_B_52,20240521_1823_WBLMay1GP8HB,B,52,B_52,1315.0223,1318.4257,1318.5852
20240521_1823_WBLMay1GP8HB_Both_52,20240521_1823_WBLMay1GP8HB,Both,52,Both_52,1319.66275,1318.5852,1320.8998
20240521_1823_WBLMay1GP8HB_B_53,20240521_1823_WBLMay1GP8HB,B,53,B_53,1327.13745,1320.8998,1335.6897
20240521_1823_WBLMay1GP8HB_A_54,20240521_1823_WBLMay1GP8HB,A,54,A_54,1330.9901,1339.9423,1341.0804
20240521_1823_WBLMay1GP8HB_B_54,20240521_1823_WBLMay1GP8HB,B,54,B_54,1340.254,1340.3259,1340.5657
20240521_1823_WBLMay1GP8HB_Both_54,20240521_1823_WBLMay1GP8HB,Both,54,Both_54,1340.6456,1340.8055,1340.9653
20240521_1823_WBLMay1GP8HB_B_55,20240521_1823_WBLMay1GP8HB,B,55,B_55,1368.6441,1341.1252,1396.4827
20240521_1823_WBLMay1GP8HB_A_55,20240521_1823_WBLMay1GP8HB,A,55,A_55,1355.7287000000001,1369.8322,1370.3322
20240521_1823_WBLMay1GP8HB_Both_55,20240521_1823_WBLMay1GP8HB,Both,55,Both_55,1383.9061000000002,1370.114,1397.98
20240521_1823_WBLMay1GP8HB_A_56,20240521_1823_WBLMay1GP8HB,A,56,A_56,1385.65705,1397.98,1401.2001
20240521_1823_WBLMay1GP8HB_Both_56,20240521_1823_WBLMay1GP8HB,Both,56,Both_56,1402.5852,1398.1592,1407.1904
20240521_1823_WBLMay1GP8HB_B_57,20240521_1823_WBLMay1GP8HB,B,57,B_57,1403.75485,1407.3546,1409.3505
20240521_1823_WBLMay1GP8HB_Both_57,20240521_1823_WBLMay1GP8HB,Both,57,Both_57,1409.3903,1407.8336,1411.426
20240521_1823_WBLMay1GP8HB_A_58,20240521_1823_WBLMay1GP8HB,A,58,A_58,1451.1905499999998,1411.9464,1494.5475
20240521_1823_WBLMay1GP8HB_B_58,20240521_1823_WBLMay1GP8HB,B,58,B_58,1453.19615,1494.2865,1494.4459
20240521_1823_WBLMay1GP8HB_Both_58,20240521_1823_WBLMay1GP8HB,Both,58,Both_58,1494.74675,1494.5475,1495.207
20240521_1823_WBLMay1GP8HB_B_59,20240521_1823_WBLMay1GP8HB,B,59,B_59,1495.3049999999998,1495.1637,1496.0625
20240521_1823_WBLMay1GP8HB_A_60,20240521_1823_WBLMay1GP8HB,A,60,A_60,1496.2521000000002,1496.2233,1497.3405
20240521_1823_WBLMay1GP8HB_Both_60,20240521_1823_WBLMay1GP8HB,Both,60,Both_60,1496.7701000000002,1496.4626,1497.3169
20240521_1823_WBLMay1GP8HB_B_61,20240521_1823_WBLMay1GP8HB,B,61,B_61,1498.6841,1497.3169,1500.9056
20240521_1823_WBLMay1GP8HB_Both_61,20240521_1823_WBLMay1GP8HB,Both,61,Both_61,1499.8935000000001,1500.87,1502.4701
20240521_1823_WBLMay1GP8HB_A_62,20240521_1823_WBLMay1GP8HB,A,62,A_62,1506.87,1502.4701,1512.87
20240521_1823_WBLMay1GP8HB_Both_62,20240521_1823_WBLMay1GP8HB,Both,62,Both_62,1506.0846000000001,1502.55,1509.6991
20240521_1823_WBLMay1GP8HB_B_63,20240521_1823_WBLMay1GP8HB,B,63,B_63,1519.3225,1533.695,1536.095
20240521_1823_WBLMay1GP8HB_A_63,20240521_1823_WBLMay1GP8HB,A,63,A_63,1534.83595,1535.817,1535.9769
20240521_1823_WBLMay1GP8HB_Both_63,20240521_1823_WBLMay1GP8HB,Both,63,Both_63,1536.99595,1535.9769,1538.1749
20240521_1823_WBLMay1GP8HB_A_64,20240521_1823_WBLMay1GP8HB,A,64,A_64,1539.6145999999999,1538.1356,1543.2523
20240521_1823_WBLMay1GP8HB_B_65,20240521_1823_WBLMay1GP8HB,B,65,B_65,1558.1473,1544.4271,1578.159
20240521_1823_WBLMay1GP8HB_Both_65,20240521_1823_WBLMay1GP8HB,Both,65,Both_65,1561.054,1563.9133,1577.6809
20240521_1823_WBLMay1GP8HB_A_66,20240521_1823_WBLMay1GP8HB,A,66,A_66,1574.57935,1578.2229,1585.2454
20240521_1823_WBLMay1GP8HB_Both_66,20240521_1823_WBLMay1GP8HB,Both,66,Both_66,1582.6624,1579.4344,1587.1019
20240521_1823_WBLMay1GP8HB_B_67,20240521_1823_WBLMay1GP8HB,B,67,B_67,1583.5997000000002,1586.9651,1587.765
20240521_1823_WBLMay1GP8HB_Both_67,20240521_1823_WBLMay1GP8HB,Both,67,Both_67,1587.4051,1587.765,1587.8451
20240521_1823_WBLMay1GP8HB_A_68,20240521_1823_WBLMay1GP8HB,A,68,A_68,1588.3006500000001,1587.8787,1588.8363
20240521_1823_WBLMay1GP8HB_Both_68,20240521_1823_WBLMay1GP8HB,Both,68,Both_68,1590.82185,1588.645,1593.765
20240521_1823_WBLMay1GP8HB_B_69,20240521_1823_WBLMay1GP8HB,B,69,B_69,1596.6376,1593.765,1604.6302
20240521_1823_WBLMay1GP8HB_A_70,20240521_1823_WBLMay1GP8HB,A,70,A_70,1611.89655,1607.9182,1630.0281
20240521_1823_WBLMay1GP8HB_B_71,20240521_1823_WBLMay1GP8HB,B,71,B_71,1629.4248,1637.9241,1650.9314
20240521_1823_WBLMay1GP8HB_A_71,20240521_1823_WBLMay1GP8HB,A,71,A_71,1638.4494,1638.5759,1638.9747
20240521_1823_WBLMay1GP8HB_Both_71,20240521_1823_WBLMay1GP8HB,Both,71,Both_71,1646.04105,1638.9614,1653.5062
20240521_1823_WBLMay1GP8HB_A_72,20240521_1823_WBLMay1GP8HB,A,72,A_72,1648.481,1653.364,1658.0006
20240521_1823_WBLMay1GP8HB_Both_72,20240521_1823_WBLMay1GP8HB,Both,72,Both_72,1654.44325,1653.444,1655.5225
20240521_1823_WBLMay1GP8HB_B_73,20240521_1823_WBLMay1GP8HB,B,73,B_73,1669.6278,1660.7656,1685.8116
20240521_1823_WBLMay1GP8HB_A_74,20240521_1823_WBLMay1GP8HB,A,74,A_74,1687.3753,1703.8097,1713.985
20240521_1823_WBLMay1GP8HB_Both_74,20240521_1823_WBLMay1GP8HB,Both,74,Both_74,1709.53735,1706.0487,1715.265
20240521_1823_WBLMay1GP8HB_B_75,20240521_1823_WBLMay1GP8HB,B,75,B_75,1726.1086,1715.1,1746.1685
20240521_1823_WBLMay1GP8HB_Both_75,20240521_1823_WBLMay1GP8HB,Both,75,Both_75,1730.4432499999998,1715.18,1745.7865
20240521_1823_WBLMay1GP8HB_A_76,20240521_1823_WBLMay1GP8HB,A,76,A_76,1730.7800000000002,1746.2452,1746.38
20240521_1823_WBLMay3XWHK3_A_1,20240521_1823_WBLMay3XWHK3,A,1,A_1,876.4115705,6.179278,6.577941
20240521_1823_WBLMay3XWHK3_B_2,20240521_1823_WBLMay3XWHK3,B,2,B_2,7.22023,7.862091,8.261182
20240521_1823_WBLMay3XWHK3_A_3,20240521_1823_WBLMay3XWHK3,A,3,A_3,9.264,10.165909,10.665909
20240521_1823_WBLMay3XWHK3_B_4,20240521_1823_WBLMay3XWHK3,B,4,B_4,10.4906365,10.416273,10.815364
20240521_1823_WBLMay3XWHK3_A_5,20240521_1823_WBLMay3XWHK3,A,5,A_5,13.5699865,11.361898,16.7237
20240521_1823_WBLMay3XWHK3_B_6,20240521_1823_WBLMay3XWHK3,B,6,B_6,15.263449,18.025,19.165
20240521_1823_WBLMay3XWHK3_A_7,20240521_1823_WBLMay3XWHK3,A,7,A_7,19.7326445,19.201908,21.440289
20240521_1823_WBLMay3XWHK3_Both_7,20240521_1823_WBLMay3XWHK3,Both,7,Both_7,19.801474499999998,20.105,20.401041
20240521_1823_WBLMay3XWHK3_B_8,20240521_1823_WBLMay3XWHK3,B,8,B_8,22.345,24.265,24.585
20240521_1823_WBLMay3XWHK3_A_9,20240521_1823_WBLMay3XWHK3,A,9,A_9,50.862877,74.26969,77.460754
20240521_1823_WBLMay3XWHK3_B_10,20240521_1823_WBLMay3XWHK3,B,10,B_10,83.17563,81.30082,92.08157
20240521_1823_WBLMay3XWHK3_Both_10,20240521_1823_WBLMay3XWHK3,Both,10,Both_10,87.249195,91.853775,93.19757
20240521_1823_WBLMay3XWHK3_A_11,20240521_1823_WBLMay3XWHK3,A,11,A_11,93.57255549999999,93.372696,95.291336
20240521_1823_WBLMay3XWHK3_B_12,20240521_1823_WBLMay3XWHK3,B,12,B_12,97.96384800000001,98.715,102.555
20240521_1823_WBLMay3XWHK3_Both_12,20240521_1823_WBLMay3XWHK3,Both,12,Both_12,98.93,98.985,99.145
20240521_1823_WBLMay3XWHK3_A_13,20240521_1823_WBLMay3XWHK3,A,13,A_13,103.18499750000001,102.744995,107.384995
20240521_1823_WBLMay3XWHK3_B_14,20240521_1823_WBLMay3XWHK3,B,14,B_14,105.7699975,108.155,108.795
20240521_1823_WBLMay3XWHK3_A_15,20240521_1823_WBLMay3XWHK3,A,15,A_15,110.41513499999999,112.19592,112.67527
20240521_1823_WBLMay3XWHK3_B_16,20240521_1823_WBLMay3XWHK3,B,16,B_16,113.056945,112.72266,113.91797
20240521_1823_WBLMay3XWHK3_Both_16,20240521_1823_WBLMay3XWHK3,Both,16,Both_16,113.639063,113.87364,114.555466
20240521_1823_WBLMay3XWHK3_A_17,20240521_1823_WBLMay3XWHK3,A,17,A_17,118.89432,114.59266,123.915
20240521_1823_WBLMay3XWHK3_B_18,20240521_1823_WBLMay3XWHK3,B,18,B_18,130.35993,129.0032,146.1272
20240521_1823_WBLMay3XWHK3_A_18,20240521_1823_WBLMay3XWHK3,A,18,A_18,137.32855,131.04703,145.6539
20240521_1823_WBLMay3XWHK3_A_19,20240521_1823_WBLMay3XWHK3,A,19,A_19,138.74946,146.13269,146.45189
20240521_1823_WBLMay3XWHK3_Both_19,20240521_1823_WBLMay3XWHK3,Both,19,Both_19,146.40976,146.36703,146.68683
20240521_1823_WBLMay3XWHK3_B_20,20240521_1823_WBLMay3XWHK3,B,20,B_20,146.72679499999998,146.68683,147.08656
20240521_1823_WBLMay3XWHK3_A_21,20240521_1823_WBLMay3XWHK3,A,21,A_21,154.52134999999998,147.0903,162.35587
20240521_1823_WBLMay3XWHK3_B_22,20240521_1823_WBLMay3XWHK3,B,22,B_22,164.468565,166.28275,181.84683
20240521_1823_WBLMay3XWHK3_A_22,20240521_1823_WBLMay3XWHK3,A,22,A_22,173.94855,176.01709,181.61435
20240521_1823_WBLMay3XWHK3_Both_22,20240521_1823_WBLMay3XWHK3,Both,22,Both_22,179.043585,181.7515,182.07008
20240521_1823_WBLMay3XWHK3_A_23,20240521_1823_WBLMay3XWHK3,A,23,A_23,183.98155500000001,182.07008,186.21161
20240521_1823_WBLMay3XWHK3_B_24,20240521_1823_WBLMay3XWHK3,B,24,B_24,186.11254,189.595,190.155
20240521_1823_WBLMay3XWHK3_Both_24,20240521_1823_WBLMay3XWHK3,Both,24,Both_24,190.666665,189.90071,191.73833
20240521_1823_WBLMay3XWHK3_A_25,20240521_1823_WBLMay3XWHK3,A,25,A_25,195.5334,191.73833,201.16609
20240521_1823_WBLMay3XWHK3_B_26,20240521_1823_WBLMay3XWHK3,B,26,B_26,200.30739,208.39717,208.87645
20240521_1823_WBLMay3XWHK3_Both_26,20240521_1823_WBLMay3XWHK3,Both,26,Both_26,208.668585,208.7,208.94
20240521_1823_WBLMay3XWHK3_A_27,20240521_1823_WBLMay3XWHK3,A,27,A_27,218.29414,208.94,227.88828
20240521_1823_WBLMay3XWHK3_B_28,20240521_1823_WBLMay3XWHK3,B,28,B_28,234.19875,232.97371,259.4575
20240521_1823_WBLMay3XWHK3_A_28,20240521_1823_WBLMay3XWHK3,A,28,A_28,246.126715,258.77972,259.27972
20240521_1823_WBLMay3XWHK3_Both_28,20240521_1823_WBLMay3XWHK3,Both,28,Both_28,259.976835,259.4575,261.17395
20240521_1823_WBLMay3XWHK3_A_29,20240521_1823_WBLMay3XWHK3,A,29,A_29,261.15369999999996,261.17395,262.8499
20240521_1823_WBLMay3XWHK3_Both_29,20240521_1823_WBLMay3XWHK3,Both,29,Both_29,261.89221,262.05182,262.61047
20240521_1823_WBLMay3XWHK3_B_30,20240521_1823_WBLMay3XWHK3,B,30,B_30,267.070145,264.90454,272.08847
20240521_1823_WBLMay3XWHK3_Both_30,20240521_1823_WBLMay3XWHK3,Both,30,Both_30,269.29472,264.9249,273.6849
20240521_1823_WBLMay3XWHK3_A_31,20240521_1823_WBLMay3XWHK3,A,31,A_31,270.957125,273.5585,276.98935
20240521_1823_WBLMay3XWHK3_B_32,20240521_1823_WBLMay3XWHK3,B,32,B_32,278.74629,279.44604,283.93408
20240521_1823_WBLMay3XWHK3_Both_32,20240521_1823_WBLMay3XWHK3,Both,32,Both_32,281.608655,283.6915,283.77127
20240521_1823_WBLMay3XWHK3_A_33,20240521_1823_WBLMay3XWHK3,A,33,A_33,288.05182,283.93085,292.41214
20240521_1823_WBLMay3XWHK3_B_34,20240521_1823_WBLMay3XWHK3,B,34,B_34,314.866885,295.41223,345.80292
20240521_1823_WBLMay3XWHK3_Both_34,20240521_1823_WBLMay3XWHK3,Both,34,Both_34,320.636115,345.37997,345.86
20240521_1823_WBLMay3XWHK3_A_35,20240521_1823_WBLMay3XWHK3,A,35,A_35,348.62997,345.93997,351.87997
20240521_1823_WBLMay3XWHK3_B_36,20240521_1823_WBLMay3XWHK3,B,36,B_36,350.887405,352.01035,355.83484
20240521_1823_WBLMay3XWHK3_Both_36,20240521_1823_WBLMay3XWHK3,Both,36,Both_36,354.062675,355.795,356.115
20240521_1823_WBLMay3XWHK3_A_37,20240521_1823_WBLMay3XWHK3,A,37,A_37,369.62548000000004,356.115,383.45596
20240521_1823_WBLMay3XWHK3_Both_37,20240521_1823_WBLMay3XWHK3,Both,37,Both_37,357.300575,356.355,358.48615
20240521_1823_WBLMay3XWHK3_B_38,20240521_1823_WBLMay3XWHK3,B,38,B_38,373.963435,383.82593,391.57187
20240521_1823_WBLMay3XWHK3_A_38,20240521_1823_WBLMay3XWHK3,A,38,A_38,386.836715,389.3475,389.8475
20240521_1823_WBLMay3XWHK3_A_39,20240521_1823_WBLMay3XWHK3,A,39,A_39,400.92575,391.65634,412.504
20240521_1823_WBLMay3XWHK3_Both_39,20240521_1823_WBLMay3XWHK3,Both,39,Both_39,392.61165,393.32755,393.56696
20240521_1823_WBLMay3XWHK3_B_40,20240521_1823_WBLMay3XWHK3,B,40,B_40,411.536275,413.41934,429.745
20240521_1823_WBLMay3XWHK3_A_41,20240521_1823_WBLMay3XWHK3,A,41,A_41,433.45619,430.44928,453.49304
20240521_1823_WBLMay3XWHK3_B_42,20240521_1823_WBLMay3XWHK3,B,42,B_42,446.218565,456.72263,461.98785
20240521_1823_WBLMay3XWHK3_A_43,20240521_1823_WBLMay3XWHK3,A,43,A_43,486.027485,463.4758,515.33234
20240521_1823_WBLMay3XWHK3_B_43,20240521_1823_WBLMay3XWHK3,B,43,B_43,489.11350000000004,514.512,514.7512
20240521_1823_WBLMay3XWHK3_B_44,20240521_1823_WBLMay3XWHK3,B,44,B_44,521.66472,517.46216,528.81744
20240521_1823_WBLMay3XWHK3_A_44,20240521_1823_WBLMay3XWHK3,A,44,A_44,522.7964300000001,527.6307,528.1307
20240521_1823_WBLMay3XWHK3_Both_44,20240521_1823_WBLMay3XWHK3,Both,44,Both_44,528.1094800000001,528.5085,528.58826
20240521_1823_WBLMay3XWHK3_A_45,20240521_1823_WBLMay3XWHK3,A,45,A_45,539.648325,528.58826,550.78815
20240521_1823_WBLMay3XWHK3_B_45,20240521_1823_WBLMay3XWHK3,B,45,B_45,534.12598,539.1637,539.6637
20240521_1823_WBLMay3XWHK3_Both_45,20240521_1823_WBLMay3XWHK3,Both,45,Both_45,541.60745,543.5512,544.0512
20240521_1823_WBLMay3XWHK3_B_46,20240521_1823_WBLMay3XWHK3,B,46,B_46,551.6275499999999,554.7351,559.7039
20240521_1823_WBLMay3XWHK3_A_46,20240521_1823_WBLMay3XWHK3,A,46,A_46,555.5989500000001,556.1445,556.4628
20240521_1823_WBLMay3XWHK3_Both_46,20240521_1823_WBLMay3XWHK3,Both,46,Both_46,558.8505,559.4872,561.5565
20240521_1823_WBLMay3XWHK3_A_47,20240521_1823_WBLMay3XWHK3,A,47,A_47,560.879985,561.5565,562.27277
20240521_1823_WBLMay3XWHK3_B_48,20240521_1823_WBLMay3XWHK3,B,48,B_48,562.33532,562.87476,563.11414
20240521_1823_WBLMay3XWHK3_A_49,20240521_1823_WBLMay3XWHK3,A,49,A_49,573.53988,564.2625,584.205
20240521_1823_WBLMay3XWHK3_B_49,20240521_1823_WBLMay3XWHK3,B,49,B_49,573.44875,582.475,582.635
20240521_1823_WBLMay3XWHK3_B_50,20240521_1823_WBLMay3XWHK3,B,50,B_50,596.8316500000001,586.1686,611.1883
20240521_1823_WBLMay3XWHK3_A_50,20240521_1823_WBLMay3XWHK3,A,50,A_50,597.3617999999999,608.39496,608.555
20240521_1823_WBLMay3XWHK3_Both_50,20240521_1823_WBLMay3XWHK3,Both,50,Both_50,609.71178,610.15497,611.0286
20240521_1823_WBLMay3XWHK3_A_51,20240521_1823_WBLMay3XWHK3,A,51,A_51,615.594985,615.675,621.035
20240521_1823_WBLMay3XWHK3_B_51,20240521_1823_WBLMay3XWHK3,B,51,B_51,618.0799,619.9848,620.4848
20240521_1823_WBLMay3XWHK3_Both_51,20240521_1823_WBLMay3XWHK3,Both,51,Both_51,622.4197999999999,624.2161,624.8548
20240521_1823_WBLMay3XWHK3_B_52,20240521_1823_WBLMay3XWHK3,B,52,B_52,624.9346499999999,624.8548,625.6532
20240521_1823_WBLMay3XWHK3_Both_52,20240521_1823_WBLMay3XWHK3,Both,52,Both_52,625.3612499999999,625.3677,625.8677
20240521_1823_WBLMay3XWHK3_A_53,20240521_1823_WBLMay3XWHK3,A,53,A_53,636.12275,626.16705,646.8778
20240521_1823_WBLMay3XWHK3_B_53,20240521_1823_WBLMay3XWHK3,B,53,B_53,629.95184,633.57684,633.73663
20240521_1823_WBLMay3XWHK3_B_54,20240521_1823_WBLMay3XWHK3,B,54,B_54,645.1445,649.7862,656.71216
20240521_1823_WBLMay3XWHK3_A_54,20240521_1823_WBLMay3XWHK3,A,54,A_54,652.2981,654.65,654.81
20240521_1823_WBLMay3XWHK3_A_55,20240521_1823_WBLMay3XWHK3,A,55,A_55,656.38,657.61,658.11
20240521_1823_WBLMay3XWHK3_B_56,20240521_1823_WBLMay3XWHK3,B,56,B_56,659.293985,658.88135,660.97797
20240521_1823_WBLMay3XWHK3_A_57,20240521_1823_WBLMay3XWHK3,A,57,A_57,668.559475,662.57983,678.2376
20240521_1823_WBLMay3XWHK3_B_58,20240521_1823_WBLMay3XWHK3,B,58,B_58,672.31015,680.12573,682.04047
20240521_1823_WBLMay3XWHK3_A_59,20240521_1823_WBLMay3XWHK3,A,59,A_59,682.89874,682.0746,685.67175
20240521_1823_WBLMay3XWHK3_B_60,20240521_1823_WBLMay3XWHK3,B,60,B_60,687.6598,689.88495,693.245
20240521_1823_WBLMay3XWHK3_A_61,20240521_1823_WBLMay3XWHK3,A,61,A_61,695.8558049999999,699.9092,701.82666
20240521_1823_WBLMay3XWHK3_B_62,20240521_1823_WBLMay3XWHK3,B,62,B_62,723.7852250000001,745.7426,747.66125
20240521_1823_WBLMay3XWHK3_A_63,20240521_1823_WBLMay3XWHK3,A,63,A_63,764.8695299999999,747.9321,783.99646
20240521_1823_WBLMay3XWHK3_B_63,20240521_1823_WBLMay3XWHK3,B,63,B_63,750.4348,752.6977,752.9375
20240521_1823_WBLMay3XWHK3_B_64,20240521_1823_WBLMay3XWHK3,B,64,B_64,770.24158,786.03125,787.78546
20240521_1823_WBLMay3XWHK3_A_65,20240521_1823_WBLMay3XWHK3,A,65,A_65,787.899075,788.16797,789.7669
20240521_1823_WBLMay3XWHK3_B_66,20240521_1823_WBLMay3XWHK3,B,66,B_66,789.890435,790.89526,791.6129
20240521_1823_WBLMay3XWHK3_A_67,20240521_1823_WBLMay3XWHK3,A,67,A_67,791.41038,791.68567,791.9255
20240521_1823_WBLMay3XWHK3_B_68,20240521_1823_WBLMay3XWHK3,B,68,B_68,793.2839349999999,791.9319,794.8822
20240521_1823_WBLMay3XWHK3_Both_68,20240521_1823_WBLMay3XWHK3,Both,68,Both_68,793.6476,794.64374,795.3633
20240521_1823_WBLMay3XWHK3_A_69,20240521_1823_WBLMay3XWHK3,A,69,A_69,795.80297,795.6031,796.9622
20240521_1823_WBLMay3XWHK3_B_70,20240521_1823_WBLMay3XWHK3,B,70,B_70,796.9609,797.9211,798.3187
20240521_1823_WBLMay3XWHK3_A_71,20240521_1823_WBLMay3XWHK3,A,71,A_71,798.5209500000001,798.32135,799.1208
20240521_1823_WBLMay3XWHK3_B_72,20240521_1823_WBLMay3XWHK3,B,72,B_72,799.6720250000001,799.9093,801.0227
20240521_1823_WBLMay58P8SG_B_1,20240521_1823_WBLMay58P8SG,B,1,B_1,400.9738865,1.6387724,2.038473
20240521_1823_WBLMay58P8SG_A_2,20240521_1823_WBLMay58P8SG,A,2,A_2,3.7657176999999997,2.836141,5.892663
20240521_1823_WBLMay58P8SG_B_3,20240521_1823_WBLMay58P8SG,B,3,B_3,5.235211,6.75494,7.634281
20240521_1823_WBLMay58P8SG_A_4,20240521_1823_WBLMay58P8SG,A,4,A_4,7.9113015,8.827989,9.067663
